asin,title,price,imUrl,brand,categories,description
B000066CMC,Star Wars Episode II Attack Of The Clones Force Links Keychain: Slave 1,3.49,http://ecx.images-amazon.com/images/I/4158R6292RL._SY300_.jpg,Hasbro,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing', 'Men', 'Accessories', 'Keychains']]",Key Chaun
B000067BJQ,Superman 3-D Muscle Chest Playset (young adult),,http://ecx.images-amazon.com/images/I/414DMFC69ML._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes']]",
B0000668BV,Jay Jay the Jet Plane: Jay Jay Wooden Character,,http://ecx.images-amazon.com/images/I/412qYMLIJ-L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Boys', 'Clothing']]","If your child is a fan of the high-flying series ""Jay Jay the Jet Plane"", this realistic-looking Jay Jay the Jet Plane wooden toy will be a joy to play with. It has spinning wheels and eyes that blink when tilted. Jay Jay, a combination of unquenchable curiosity and high-octane energy, is the star of the show set in Tarrytown. Made with real wood and comes with a 100 year quality guarantee on all wood components. Imported. 7-1/2Hx5-1/2Wx3-1/2L""."
B000067PTB,Elope Kid's B'day Cake Sport,19.76,http://ecx.images-amazon.com/images/I/41DRQGTHPRL._SY445_.jpg,elope,"[['Clothing, Shoes & Jewelry', 'Girls'], ['Clothing, Shoes & Jewelry', 'Boys'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Hats & Caps', 'Kids & Baby']]",
B000067POX,My First LeapPad Backpack,22.95,http://ecx.images-amazon.com/images/I/51WS7WOKYaL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Backpacks', ""Kids' Backpacks""]]","When your little learner wants to study on the go, this colorful and roomy backpack is the perfect storage solution. Durable nylon backpack zips from one end to the other and holds the My First Leap Pad player plus up to 3 books and cartridges. Adjustable padded yellow straps ensure carrying comfort and a padded bottom keeps the Leap Pad protected. The blue-and-orange front features the Leap Frog insignia. Imported."
B000067R5V,Jay Jay the Jet Plane Character Carry-All Case,38.6,http://ecx.images-amazon.com/images/I/51D0JS1RX1L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Boys', 'Clothing']]","If your child is a fan of the high-flying series ""Jay Jay the Jet Plane"", this Jay Jay the Jet Plane character carry case will transport all of your characters safely. Its flexible inner compartments hold all of the Jay Jay the Jet Plane Wooden Adventure System characters. Also features sturdy handles and a special Jay Jay I.D. tag. Made of vinyl. For ages 3 and up. Wipe clean. Imported. 9Hx4Wx12L""."
B0000640Y4,Dora's Backpack Adventure [VHS],12.95,http://ecx.images-amazon.com/images/I/51ZC9WRQD8L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Backpacks'], ['Movies & TV', 'Movies']]","Good company makes any trip more enjoyable. In this animated double episode from theDora the Explorerseries, preschool viewers get better acquainted with little Dora's closest and most helpful travel companions: Backpack, Map, and Boots the monkey. Together, the group successfully returns Dora's library books on time and rescues Boots's red boot, all in about 45 minutes. However, this team of talking pals accomplishes so much more than simply enhancing the story lines. Whether Dora faces a grumpy troll, a huge rock, or a raging waterfall, her three sidekicks provide ample opportunity for interactive learning. All the characters speak and sing to their viewing audience, challenging them to point to the right supply from Backpack's cache, verbally repeat the route suggested by Map, and shout simple English and Spanish commands with Dora. Bright, evenly paced, and repetitive enough to inspire quick comprehension, this series scores big with little adventurers.--Liane Thomas"
B000067R84,Dora the Explorer Plush Backpack Bag,11.49,http://ecx.images-amazon.com/images/I/41aB2iC8a9L._SX342_.jpg,Dora the Explorer,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Backpacks', ""Kids' Backpacks""]]",
B00006886R,"It's the Great Pumpkin, Charlie Brown Lucy Van Pelt with Halloween Costume",19.95,http://ecx.images-amazon.com/images/I/41M26DHA1RL._SY300_.jpg,Playing Mantis Memory Lane,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Girls']]","A great Halloween tradition! It's the Great Pumpkin, Charlie Brown. 

For ages 6 and up"
B000068OAY,Hosa Technology BNA100 Dual Banana 2 Piece Connector,5.5600000000000005,http://ecx.images-amazon.com/images/I/41O9wLLlY2L._SX300_.jpg,Hosa,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Body Jewelry', 'Piercing Jewelry', 'Plugs']]",These connectors are designed to terminate speaker cables for DJ and consumer applications. They feature screw-tite terminals and click-tite strain relief for easy termination.
B0000643Q6,Skagen Women's 107SSSD Quartz 3 Hand Stainless Steel Silver Watch,73.5,http://ecx.images-amazon.com/images/I/41p7cBHSQ3L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'New Arrivals'], ['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Fashion Watches'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'Skagen Watches'], ['Clothing, Shoes & Jewelry', 'Men']]",
B0000696AU,Fat Bastard Adult Costume,,http://ecx.images-amazon.com/images/I/417QMRYES8L._SY445_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
B000068ZVR,Play Date,15.39,http://ecx.images-amazon.com/images/I/51yvxCzq4DL._SY300_.jpg,,"[['CDs & Vinyl', 'Jazz'], ['CDs & Vinyl', 'Pop'], ['Clothing, Shoes & Jewelry', 'Baby', 'Baby Boys'], ['Clothing, Shoes & Jewelry', 'Baby', 'Baby Girls']]",
B0000696C6,Disguise Transylmaniac,9.99,http://ecx.images-amazon.com/images/I/21RQ161JY0L.jpg,Disguise Costumes,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Hats & Caps'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Masks'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Wigs']]",
B0000696OT,Blues Clues Toddler Costume - Small Child 4-6,,http://ecx.images-amazon.com/images/I/41T5W8A6REL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Infants & Toddlers', 'Baby Boys']]","Blues Clues Costume Includes: Jumpsuit, pawprint mitts, three detachable Blue's Clue's pawprints and character foam hood. Child size: 4-6."
B0000696OU,Disney Winnie the Pooh Poohriffic - Toddler 4-6,,http://ecx.images-amazon.com/images/I/315Y73PM0DL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Infants & Toddlers']]",
B000067DP7,Leonid Kogan Plays,23.7,http://ecx.images-amazon.com/images/I/5135qV9gKZL._SY300_.jpg,,"[['CDs & Vinyl', 'Classical', 'Chamber Music'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Jewelry Accessories']]",
B0000696BZ,Disguise Inc - Geisha Adult Costume,31.99,http://ecx.images-amazon.com/images/I/41J9PV1VD5L._SY445_.jpg,Disguise Costumes,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Women']]",
B000068X4M,Kenneth Cole Men's KC3227 Reaction White Dial Bracelet Watch,36.76,http://ecx.images-amazon.com/images/I/41X3MNZ024L._SY300_.jpg,Kenneth Cole New York,"[['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'K', 'Kenneth Cole New York'], ['Clothing, Shoes & Jewelry', 'Kenneth Cole'], ['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
B0000696OQ,INFANT My First Thomas Choo Choo Train Costume,12.08,http://ecx.images-amazon.com/images/I/41w%2BvkkCuoL._SX342_.jpg,Thomas &amp; Friends,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Infants & Toddlers', 'Baby Boys']]",
B000069C5H,Plays,17.49,http://ecx.images-amazon.com/images/I/312Vctnf7EL._SX300_.jpg,,"[['CDs & Vinyl', 'Dance & Electronic'], ['CDs & Vinyl', 'Pop', 'Dance Pop'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Jewelry Accessories']]",
B00006AMC8,Laser Challenge Neutralizer,,http://ecx.images-amazon.com/images/I/41Jg0D6c7gL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'More Accessories']]","The Laser Challenge Neutralizer is a 2 player laser tag game with tons of exciting features including 250 plus foot firing range, electronic lights and sound, invisible infra-red beam and new neutralizer strategy."
B00006BSTB,Yu Gi Oh Child Halloween Costume: Size Small 4-6,9.99,http://ecx.images-amazon.com/images/I/41FN7ER48HL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Boys']]","Includes PVC mask, jumpsuit with attached cloak."
B00006C28H,LeapPad BackPack - Pink,,http://ecx.images-amazon.com/images/I/516XH65NG9L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Backpacks', 'Casual Daypacks']]","Bright pink and purple, this lightweight but  well-stitched backpack is made just for carrying a LeapPad around in. There's  a special pouch with extra padding for the LeapPad, another that will  hold up to four LeapPad books, and little net pouches for four LeapPad  cartridges. Velcro fasteners make it easy for a child to secure the  flap, which is emblazoned with the leapy frog himself. There are  adjustable shoulder straps padded for comfort and a handle for  briefcase-style carrying. The shiny material is surface washable and  resistant to stains.--M. Sullivan"
B00006CFCY,Adult Wicked Queen Costume,39.99,http://ecx.images-amazon.com/images/I/41OW3Ft39mL._SX342_.jpg,Disguise Costumes,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Women']]",
B000069BCU,Rubie's Costume Lord Of The Rings Gandalf Costume,32.5,http://ecx.images-amazon.com/images/I/41nM3x2-trL._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
B00006FWYU,Plays the Music of Billy Strayhorn,,http://ecx.images-amazon.com/images/I/21B845AAXTL.jpg,,"[['CDs & Vinyl', 'Jazz'], ['CDs & Vinyl', 'Pop'], ['CDs & Vinyl', 'World Music', 'Europe', 'Continental Europe', 'Netherlands'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Jewelry Accessories']]",
B00006CFCX,Adult Maleficent Costume,23.8,http://ecx.images-amazon.com/images/I/41ODEHtOQ7L._SX342_.jpg,Disguise Costumes,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Women']]",
B00006H6AZ,Recital,17.3,http://ecx.images-amazon.com/images/I/41ojSigaaUL._SX300_.jpg,,"[['CDs & Vinyl', 'Classical', 'Chamber Music'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Jewelry Accessories']]",
B00006I556,CASIO LA11WB-1 Ladies Watch,13.36,http://ecx.images-amazon.com/images/I/41NItgRGsjL._SY300_.jpg,Casio,"[['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']]","Splash-resistant, classically casual Woman's digital watch with stopwatch and timer"
B000069BCV,Adult Gothic Witch Costume,20.59,http://ecx.images-amazon.com/images/I/41ANDECCQVL._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Women']]",
B00006I55K,Casio - W571AV,,http://ecx.images-amazon.com/images/I/319R9615ZWL.jpg,,"[['Clothing, Shoes & Jewelry', 'Women']]",
B00006I54Q,Casio Men's Watch CMD30B-1A,,http://ecx.images-amazon.com/images/I/51lfrccpapL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
B00006I596,Travel Smart by Conair Neck Security Pouch,8.29,http://ecx.images-amazon.com/images/I/31m4Hu81h4L._SY300_.jpg,Conair,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Travel Wallets']]",Store your valuables around your neck or shoulder
B00006I597,Travel Smart by Conair Waist Security Pouch,6.28,http://ecx.images-amazon.com/images/I/41wWLbJGtrL._SY300_.jpg,Conair,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Travel Wallets']]",
B00006I54J,Casio Men's Watch AQ47-1E,20.52,http://ecx.images-amazon.com/images/I/41g9htvFPiL._SY300_.jpg,Casio,"[['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
B00006I5Y5,TIMEX Men's 46691 Metal Tech Sports and Dress Analog Watch,,http://ecx.images-amazon.com/images/I/11YCRH3RRQL.jpg,,"[['Sports & Outdoors', 'Accessories', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
B00006I551,CASIO F91W-1 Casual Sport Watch,11.37,http://ecx.images-amazon.com/images/I/2179DC522HL.jpg,Casio,"[['Sports & Outdoors', 'Accessories', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Men'], ['Clothing, Shoes & Jewelry', ""Men's Athletic Watches""]]",
B0000696AQ,Plush Barney Halloween Full Body Costume,,http://ecx.images-amazon.com/images/I/41AF8XNF2XL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes']]",
B00006I54X,Casio DBCW150-1,,http://ecx.images-amazon.com/images/I/21H3N87HREL.jpg,,"[['Clothing, Shoes & Jewelry', 'Women']]","PDAs and cell phones may seem like the most efficient method of storing telephone numbers and other essential info while on the go, but neither compares to the portable efficiency of this Casio Databank watch. Outfitted with the ability to hold up to 150 pages of Telememo (names and phone numbers)--with eight letters and 12 numbers per page--the watch is a boon to folks who want to travel as lightly as possible without leaving precious contact information behind. It also makes a handy backup for people who frequently misplace their cell phones, helping ensure that the information within isn't permanently lost. The phone boasts a built-in keypad that makes data entry quick and easy, along with a row of calculator keys. The keypad is helpful in everything from complex functions (determining the rate of return on an investment) to simple ones (figuring out the after-dinner tip). The watch is also strikingly accurate thanks to its thrice-daily calibration with the U.S. Atomic Clock--the official timekeeper of the U.S. government. The upside: precisely accurate time. The downside: no more blaming your watch if you're running late.Busy users will also welcome the stopwatch function, which counts down to within .01 seconds, along with the daily alarm and hourly time signal settings. Additional features include 12- and 24-hour time formats, an electroluminescent backlit screen with afterglow, an auto-calendar feature (preprogrammed to 2096), and a low battery warning (the battery life is approximately two years). As with all Casio timepieces, this Databank watch carries a one-year warranty against defects.What's in the BoxWatch, battery, warranty information, user's manual."
B00006I5YE,TIMEX 51081 Ironman Triathlon Watch,,http://ecx.images-amazon.com/images/I/21E0YRZPNJL.jpg,,"[['Sports & Outdoors', 'Accessories', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
B00006I5U9,"Samsonite Oyster 29&quot; Cartwheel, Black",,http://ecx.images-amazon.com/images/I/31OnuXt%2BQOL.jpg,,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear']]",
B00006I5XQ,TIMEX Men's 20001 Easy Reader Dressw Watch,,http://ecx.images-amazon.com/images/I/113NYKG2RTL.jpg,,"[['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
B00006I5YC,TIMEX Women's 50892 Rush VO2 Sports Watch,,http://ecx.images-amazon.com/images/I/21VJS32XG3L.jpg,,"[['Sports & Outdoors', 'Accessories', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']]",
B00006I5XR,TIMEX Men's 20021 Analog Dress Watch,,http://ecx.images-amazon.com/images/I/41pl9qnl1uL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
B00006I5YG,Timex Men's T-51931 Watch,,http://ecx.images-amazon.com/images/I/21ECW3YRMXL.jpg,,"[['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
B00006I5YQ,Mens Timex,29.5,http://ecx.images-amazon.com/images/I/5105jNfFLsL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]","The Timex Watch CompanyTimex Group B.V. is one of the best-known American watch companies. Timex's U.S. headquarters are located in Middlebury Connecticut and it has substantial operations in China, the Philippines and India and full scale sales companies in Canada, the UK, France and Mexico.The company began in 1854 as Waterbury Clock in Connecticut's Naugatuck Valley, known during the nineteenth century as the ""Switzerland of America."" Sister company Waterbury Watch manufactured the first inexpensive mechanical pocket watch in 1880. During World War I, Waterbury began making wristwatches, which had only just become popular, and in 1933 it made history by creating the first Mickey Mouse clock under license from Walt Disney, with Mickey's hands pointing the time.During World War II, Waterbury renamed itself U.S. Time Company. In 1950 the company introduced a wristwatch called the Timex. Over the next three decades, Timex was sold through a series of advertisements which emphasized its durability by putting the watch through ""torture tests,"" such as falling over the Grand Coulee Dam or being strapped to the propeller of an outboard motor, with the slogan ""It takes a licking and keeps on ticking."" With the help of former Olympic broadcaster, spokesman John Cameron Swayze, sales took off. The company later became Timex Corporation, then Timex Group and, to date, has sold over one billion watches.The company has remained very competitive and the Timex brand continues its dominance through present day. Its primary market remains the United States and Canada, although the Timex brand is sold worldwide due to its ability to capitalize on its strong brand image and reputation for quality.One of the most successful and important features available on many Timex watches is the Indiglo backlight system. Indiglo is a brand name of Indiglo Corporation, solely owned by Timex for licensing purposes. Timex electroluminescent lamps, branded Indiglo, were introduced in 1992 in the Ironman watch line. They were an immediate success. The Indiglo&#xAE; lamp uniformly lights the surface of the Timex&#x92;s watch dials in a manner that makes the dial read very easily in many different light settings. In some newer watches the Indiglo backlight only lights up the numbers, rather than the entire LCD display, which is achieved by means of a specialized film that inverts the LCD transmissivity.Today, Timex Group products are manufactured in the Far East and in Switzerland often based on technology that continues to be developed in the United States and in Germany. With a large and varied line of watches, Timex has the style for everyone. From the locker room to the board room, there is a great Timex style time-piece for you.Timex Warranty InformationThe Basic Coverage:This TIMEX Watch (but not any battery, crystal, band, or strap) is warranted to the owner for a period of ONE YEAR from the date of purchase against defects in manufacture by Timex Corporation - not by the dealer from whom the watch was purchased.What Timex Will Do:If this watch develops such a defect within the one year period, it will be repaired (i.e. a new or thoroughly reconditioned and inspected module will be installed or replaced and a watch of equal value and similar appearance will be supplied) at our option, provided it is returned with a $7.00 check or money order to cover costs of postage, handling, and service, and you provide proof of purchase and date of purchase.This Limited Warranty Does Not Cover:Timex will not repair defects relating to servicing not performed by Timex Corporation.Timex will not provide any warranty service if your watch shows evidence that it has been tampered with, misused, abused, or altered; for example: moisture damage sufficient to affect the proper function of the watch; damage to the case; or visible cracking of the crystal.Timex reserves the right to charge you for a replacement battery, if the battery in your watch is depleted. No additional charge will be made unless the one year warranty has expired or servicing is necessary for reasons beyond our control, in which case a moderate charge will be made.TIMEX IS NOT LIABLE FOR INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES. Some states do not allow the exclusion or limitation of incidental, special, or consequential, damages, so the above exclusion or limitation may not apply to you.Your Rights Under Implied Warranties and State Law:THIS LIMITED WARRANTY IS IN LIEU OF ALL OTHER EXPRESSED WARRANTIES, OBLIGATIONS OR LIABILITIES. TIMEX LIMITS THE DURATION OF ANY WARRANTY IMPLIED BY STATE LAW, INCLUDING BUT NOT LIMITED TO THE IMPLIED WARRANTIES OF MERCHANTIBILITY AND FITNESS FOR A PARTICULAR PURPOSE, TO ONE YEAR FROM THE DATE OF ORIGINAL PURCHASE. Some states do not allow limitations on how long an implied warranty lasts, so the above limitation may not apply to you. This warranty gives you specific legal rights, and you may also have other rights which vary from state to state.Care of Your Watch:Avoid exposing your watch to water, steam, or other forms of moisture, if it is non-water-resistant.If the lens becomes damaged, have it replaced at once to avoid damage to the module.When your battery is depleted, have it replaced promptly. The particular type of battery is indicated on your caseback.Service of Your Watch:If your TIMEX watch should ever need servicing, either send it to Timex addressed as follows:HOTLINE WATCH SERVICEP.O. Box 2740Little Rock, AR 72203Because of possible loss, we recommend insuring your watch, return receipt requested, when using the mails. If you do not obtain the proper receipt within a reasonable time, start a tracer through the originating post office.NEVER INCLUDE A SPECIAL WATCHBAND OR ANY OTHER ARTICLE OF PERSONAL VALUE IN YOUR SHIPMENT. PLEASE NOTE THAT WE MAY SUBSTITUTE A WATCH OF EQUAL VALUE AND SIMILAR APPEARANCE FOR YOURS ON BOTH IN-WARRANTY AND OUT-OF-WARRANTY REPAIRS.For your convenience in obtaining factory service, participating Timex retailers will be pleased to provide you with a postage-paid, pre-addressed Watch Repair Mailer.TIMEX is a trademark and a service mark of Timex Corporation. REG. U.S. PAT. & TM. OFF."
B00006J6UA,Timex Women's Chronographs 20523,,http://ecx.images-amazon.com/images/I/51-%2BxNAS9dL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']]",
B00006J6U5,Timex i-Control T19291,,http://ecx.images-amazon.com/images/I/51MYAMKD18L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]","i-Control turn 'n' pull is an easy-to-use alarm feature. Innovative accurate alarm precise to within a minute, 1 to 12-hour alarm, 1 to 59-minute alarm. Rotating hour/minute rings for alarm setting. Bi-metallic case with silver-tone dial. Luminescent hands. Solid stainless steel band with deployment buckle. Deployment buckle offers ease of use, security and overall improved quality. Quick-Date feature. INDIGLO night-light."
B00006IAA3,Heritage Catalog Case,39.99,http://ecx.images-amazon.com/images/I/410hlBq0stL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Briefcases']]",
B00006J6U2,"Timex Reef Gear Diver Style, Indiglo, Stainless Steel Bracelet",,http://ecx.images-amazon.com/images/I/51A6V078MXL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]","Solid stainless steel case with screw in caseback and crown. Underwater indiglo night-light activation, glow-in-the-dark hands, quickdate, and is water resistant to 200 meters."
B00006J6U4,Timex Men's Chronographs 21813,,http://ecx.images-amazon.com/images/I/51oKI2enKVL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
B00006I5XZ,TIMEX Women's 32157 Metal Dress Watch,,http://ecx.images-amazon.com/images/I/41wob7fr%2BLL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']]",
B00006J6U9,Timex Women's Dress Watch T23031,,http://ecx.images-amazon.com/images/I/516AJK61FCL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']]",
B00006J6U7,TIMEX  Women's 20061 Casual Expansion Band Analog Watch,,http://ecx.images-amazon.com/images/I/411bAXS8PQL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Available for International Shipping'], ['Clothing, Shoes & Jewelry', 'Timex'], ['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']]",
B00006LPPS,Gerber 06967 Urban Companion,,http://ecx.images-amazon.com/images/I/3169FF7ZVFL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Baby', 'Baby Girls', 'Accessories', 'Hair Accessories']]",
B00006LZYU,"Executive 3-Button Wool Blazer (BLACK, 38 SHORT)",,http://ecx.images-amazon.com/images/I/41gL-JfYbyL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Suits & Sport Coats', 'Sport Coats & Blazers'], ['Clothing, Shoes & Jewelry', 'Men', 'Big & Tall', 'Suits & Sport Coats', 'Sport Coats & Blazers']]",
B00006M01Y,"Wool/Cashmere Classic Weight With Satin Lining Full Length Topcoat (BLACK, 52 X-LONG)",,http://ecx.images-amazon.com/images/I/51fS5fTeddL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Jackets & Coats', 'Wool & Blends'], ['Clothing, Shoes & Jewelry', 'Men', 'Big & Tall', 'Outerwear & Coats', 'Wool & Blends']]",
B00006M0HM,"Signature Gold Genuine Alligator Belt (COGNAC, 32)",,http://ecx.images-amazon.com/images/I/41vwkurhGyL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Belts']]",
B00006M328,"Merino Wool Mid-Calf King Socks (OLIVE, MID KING)",,http://ecx.images-amazon.com/images/I/51q4M576cjL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Socks', 'Casual Socks'], ['Clothing, Shoes & Jewelry', 'Men', 'Big & Tall']]",
B00006M8BL,"Executive 2-Button Wool Blazer (NAVY, 46 LONG)",,http://ecx.images-amazon.com/images/I/41tXJBxa31L._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Suits & Sport Coats', 'Sport Coats & Blazers'], ['Clothing, Shoes & Jewelry', 'Men', 'Big & Tall', 'Suits & Sport Coats', 'Sport Coats & Blazers']]",
